run num,std dev,max pcr,min pcr,avg pcr,total pcr,num terminal,k,target pcr,canvas size
10,59.483500681617,219.77160406699483,16.175628694930946,94.08519540680666,2693.407217352127,20,1,0.0,100
10,45.237320460495944,174.03036842300963,12.18422707273759,83.28127470810797,2485.0188069769392,20,2,0.0,100
10,44.07388312825715,162.2739731104807,17.09183330499085,79.1163415022277,2423.114704914323,20,3,0.0,100
10,32.14035475004883,124.26077843221078,12.502365139814563,69.32188887559053,2196.54176756974,20,4,0.0,100
10,26.66908988959999,101.65882723985737,10.64133226237091,59.569110195123926,1955.3303719314001,20,5,0.0,100
10,23.706101327704676,99.2827097174819,12.661197930197863,58.18141353797084,1967.8354324470952,20,6,0.0,100
10,17.948283945052424,79.43485861563435,13.738000951207582,53.484201608393526,1857.0129264096547,20,7,0.0,100
10,16.952031956620807,78.22188771056969,12.411558922050691,51.11150044279674,1841.70180197656,20,8,0.0,100
10,19.95927369362578,76.66460679455835,9.745551635882501,48.65235152612145,1851.0940086955525,20,9,0.0,100
10,14.752587352555526,63.18315437223405,7.157791835317923,43.09072445128902,1629.9708136976558,20,10,0.0,100
10,13.150411486810771,61.88518300623694,9.15669174073185,44.18815965778564,1705.6449897854668,20,11,0.0,100
10,14.68753511270165,63.29306048445072,9.977827238324938,43.20214737230645,1714.3083601762833,20,12,0.0,100
10,13.362804942841871,59.12486716471871,7.434497668308834,39.446893594604354,1612.1727060908506,20,13,0.0,100
10,11.62682403827259,51.35464062085545,7.2258541384680415,36.061950158654895,1522.8347251131615,20,14,0.0,100
10,10.614222727159207,47.65034116942852,7.229181280166458,32.82794849259964,1405.6601837975809,20,15,0.0,100
10,8.903133435152515,43.951940779803174,9.99131844188984,30.072602573741904,1313.1198348532316,20,16,0.0,100
10,8.768098302277126,44.41232790212569,11.071634063137527,31.819347059856206,1416.0457235139752,20,17,0.0,100
10,9.01897861906222,42.230775191920635,7.388560709630809,29.788102945563104,1345.660790407529,20,18,0.0,100
10,8.255875929364079,42.71268990217835,10.923254927907218,30.450991280457508,1413.4713844136618,20,19,0.0,100
9,7.133446170483285,34.1420815203746,7.77061949527988,24.70373486993806,1183.8107484156712,20,20,0.0,100
10,398.04002939916046,1434.475181135978,61.71254111538185,594.0582127802597,17227.08349539262,20,1,0.0,200
10,318.98384551414046,1202.4828837592488,78.4738388304021,509.33132945799423,15230.686793512525,20,2,0.0,200
10,246.13119662950885,940.1511554343718,43.23371431024789,457.45477901450823,13914.800355677153,20,3,0.0,200
9,176.1668520566329,689.7595968325024,99.48222620109216,407.9111309891505,12821.048384002386,20,4,0.0,200
10,162.42667669732796,627.8446653807708,88.20941215028526,378.42439198611737,12670.01663604076,20,5,0.0,200
10,127.13178002951386,557.2936904622514,90.41157326471655,374.9514873851841,12484.254611274018,20,6,0.0,200
10,127.67980311308936,512.6719468160691,75.20764509627072,318.09130824972766,11079.410425475158,20,7,0.0,200
10,97.89211441932741,436.49147680832766,67.61277794098058,295.5998273641215,10420.36532481747,20,8,0.0,200
10,114.03207882943543,471.80673590163525,55.9154014407052,292.42134128669164,10434.745963430683,20,9,0.0,200
9,96.58969273832614,400.99150793649954,48.00084049408804,275.8413845931624,10267.439571020808,20,10,0.0,200
10,74.43744373163868,345.6367164595904,60.45444691259994,237.73335561030416,9179.632591817304,20,11,0.0,200
10,72.95809081790361,340.1884289414212,72.50068444806996,236.68705024704846,9585.791958125968,20,12,0.0,200
10,69.17027844496143,312.46754623118443,47.003401967161444,213.14849701948734,8616.231744721972,20,13,0.0,200
10,56.08524918517289,275.5239268006533,51.22832598870191,186.16422151884757,7862.098393543349,20,14,0.0,200
10,45.04835592635817,228.23931864450864,51.15439769658583,171.5565960782907,7413.907343687674,20,15,0.0,200
9,53.54747777162034,278.33851844223886,65.08393575578395,205.69653970645007,8920.957916813537,20,16,0.0,200
10,49.766484490065054,254.9311183349745,58.04556798957013,186.95712577491204,8441.665776864265,20,17,0.0,200
10,42.612909587460265,226.24485305672437,48.04592327096605,169.76211402131509,7831.452832985499,20,18,0.0,200
10,42.23290256712955,213.02887956246514,44.367285847262295,154.19199360070252,7248.228229650008,20,19,0.0,200
10,40.0900777589004,201.1129488484941,34.42477277629032,147.1944743261888,7124.093629482425,20,20,0.0,200
10,943.7565431016468,3357.97901893992,106.09217224318999,1459.2319329097277,42160.80166052819,20,1,0.0,300
10,823.6655711146544,3124.1458333763376,138.52813784272084,1426.6172864427049,41766.17803563374,20,2,0.0,300
10,532.4776110286297,1984.4622825166866,283.37189081494137,1091.3646995413003,34169.2403655325,20,3,0.0,300
10,406.45578138739353,1599.9208510129115,140.6691689513585,945.6471841273776,30185.294533357268,20,4,0.0,300
10,380.5418449459404,1559.944350312488,219.11028495701453,892.2412213493155,29077.47937326862,20,5,0.0,300
10,313.9983321523662,1333.3464875172028,213.7232821360828,848.7818436120575,28441.932293387537,20,6,0.0,300
10,313.6711549303552,1307.377311904728,175.68304356070868,828.8836799044693,28672.688721958206,20,7,0.0,300
10,280.02694624044614,1198.1578210276948,157.6600252364587,784.6428788282234,27966.167878841843,20,8,0.0,300
10,267.40896760960607,1061.3997596394963,116.92507986632677,738.6042511410026,27105.691984657846,20,9,0.0,300
10,265.600176016003,1044.6831747635392,121.73477870202453,670.0660288425959,25426.801691379827,20,10,0.0,300
10,214.77821280885217,942.1017828753498,173.93753934416233,620.5382706723547,24090.185787802748,20,11,0.0,300
10,217.64132733324496,976.3898805213482,159.36153722228715,669.604779214294,26514.12061373783,20,12,0.0,300
10,183.5449446754438,842.9680117330112,199.3365658403787,591.0376939105979,23929.08473945125,20,13,0.0,300
10,173.88493081279992,846.7179473580652,161.45314533353215,582.2492304517993,24646.423916077973,20,14,0.0,300
10,149.0375121156008,720.7086840649182,151.26553243378697,513.6820012231985,21627.927664774517,20,15,0.0,300
10,139.17250789115826,680.1946914079941,125.63233314077544,492.02123878238365,21383.624577087838,20,16,0.0,300
9,139.86379499181487,632.5592179546626,96.83308405726228,448.98250519161894,19969.756081924756,20,17,0.0,300
10,121.94908702579082,585.0762743674593,84.79999429505008,432.10160909456283,19832.560614594815,20,18,0.0,300
10,98.9296598885223,524.0047220747977,98.98016462609641,399.2016771771853,18934.548435853474,20,19,0.0,300
10,112.20296106285646,514.2290138919082,57.89764689548309,375.92239134728254,17985.34687496046,20,20,0.0,300
10,1518.0661227477192,5319.974088121638,277.5033006656537,2502.9197211717915,71511.35251377604,20,1,0.0,400
10,1393.0588369209868,5147.496643554199,462.6132117041822,2420.0482841203075,71504.78337983142,20,2,0.0,400
10,1117.0448626682796,4352.459603331916,392.3374632223155,2197.2154930448933,67596.2564935214,20,3,0.0,400
10,938.1988131422493,3368.7824301342016,341.82515100412445,1774.911889048292,56882.2221375791,20,4,0.0,400
10,633.7644098860364,2724.326595439891,372.4723636542122,1618.668118619491,53242.548473425115,20,5,0.0,400
10,569.0694637376876,2332.531904354754,235.440132905192,1542.9148941685514,52530.514839567346,20,6,0.0,400
10,509.01284627486905,2192.204001450864,330.4743785957624,1384.922787974306,48779.85706478845,20,7,0.0,400
9,515.2963070945934,2219.500954604873,311.6103115715937,1451.4326469122598,52123.50315598736,20,8,0.0,400
9,427.443987917035,1829.7778462648894,244.86412933380427,1272.8246575968894,47436.130706944205,20,9,0.0,400
10,447.29624946622164,1960.8435011606184,192.52070418368723,1294.6783404098787,49148.05910584632,20,10,0.0,400
10,398.2948786876458,1688.966383507021,270.2633999441772,1183.6416279952377,46545.246778119385,20,11,0.0,400
10,366.48095246403824,1585.1598116411403,225.70370951993965,1094.054045174747,44131.20059365459,20,12,0.0,400
10,274.63017359735477,1398.0811837897802,356.8892799640598,995.4609736041917,39924.15896836949,20,13,0.0,400
10,296.97397165811697,1377.8345252076654,271.7087846252566,999.4754362175815,42314.174313544245,20,14,0.0,400
10,292.78037186489695,1390.1548731416,217.40770725758753,1002.5756718195398,41614.170180210036,20,15,0.0,400
10,272.4699169802301,1270.3255584477513,190.8426778832568,912.8782274662066,39977.73969590927,20,16,0.0,400
10,260.38682553566406,1233.3537256121622,185.422426535985,888.3896562320042,39950.447192095206,20,17,0.0,400
10,222.42374108424232,1088.5832227550518,204.23365766229466,796.9907975444064,36633.29971715297,20,18,0.0,400
9,230.06744527656636,1185.8031319738784,184.61583547245698,856.3927071325035,40024.84802246303,20,19,0.0,400
10,206.29506921569708,1030.3524807580206,218.74676995662958,762.6289488299237,35765.15705799119,20,20,0.0,400
10,2031.6857961896494,7948.036814857724,688.1631563146244,3788.6800836777197,108039.83026368807,20,1,0.0,500
10,2023.229149269464,7468.733278915481,507.4185741475787,3640.2668733706405,106978.33487935763,20,2,0.0,500
10,1726.6113289529312,6736.686093924803,640.5984749163829,3384.9780307230285,101137.66769723206,20,3,0.0,500
10,1719.270253044337,5836.113663511349,372.31562886523506,3251.69642150048,103904.34929222162,20,4,0.0,500
10,1306.7684905957208,5002.422435564049,403.03010891913107,2949.1603005137417,96924.03038283807,20,5,0.0,500
10,1048.711577884846,4289.820764546684,684.5436102425033,2594.253203250787,87095.73066178427,20,6,0.0,500
10,821.5932832079549,3571.3129912718664,711.1104440870843,2411.0946854624426,84881.92020890905,20,7,0.0,500
9,752.5286034771328,3303.946635579866,651.1227936877006,2163.5009989180353,77058.3778504083,20,8,0.0,500
9,787.3337159019018,3354.4631891976114,567.4022458155491,2230.649476266011,81391.70765529903,20,9,0.0,500
10,785.6098801557924,3236.831529346678,409.2249209184729,2171.720303974146,81576.803472281,20,10,0.0,500
9,759.2971155568151,3135.7216389100486,511.87722150563764,2088.377968240462,81385.38412966412,20,11,0.0,500
10,568.3582014671542,2625.8404189295434,382.8486801381228,1811.713909982945,71720.47156223888,20,12,0.0,500
10,492.01147189779533,2453.6240417692534,661.9721875283273,1839.3071347566286,73401.29022246557,20,13,0.0,500
10,448.3061689765947,2227.461293870761,509.82148661010535,1607.217861532373,67526.1246084956,20,14,0.0,500
10,447.47275222617645,2108.028433806049,485.0981984718149,1527.8010815771972,66102.27713368372,20,15,0.0,500
10,401.91707046592626,1979.1420587352502,384.8109973846766,1445.6087354139077,62966.05755940608,20,16,0.0,500
10,354.35930602871616,1783.4890209160683,374.11303507885555,1344.2125104716815,60172.470530338076,20,17,0.0,500
10,343.1857808554994,1792.6995002479584,460.6393075949758,1336.393447195771,60538.18611512203,20,18,0.0,500
10,363.83290466692097,1736.7147424535651,350.6559830894406,1277.7780484851123,58769.0111993989,20,19,0.0,500
9,335.2494527385255,1709.2169299291274,356.87083415460086,1270.0840589564068,60549.97612183807,20,20,0.0,500
10,4122.5179972486785,15827.533681582418,646.8357053248538,6414.552602769661,186464.45075334096,20,1,0.0,600
10,3174.6426118551913,12670.931560581948,890.3413404175468,5510.743599633794,161038.51567826723,20,2,0.0,600
10,2272.9273205711606,8486.569781613236,517.8278567049779,4877.289500753585,149646.21414206756,20,3,0.0,600
10,2552.288258635161,9324.936060004984,751.446334709406,4918.188219742902,158084.9016739346,20,4,0.0,600
9,1758.1637962573045,6669.337242287555,485.05977912118243,3771.383706490657,121782.96870417587,20,5,0.0,600
9,1491.4138224728326,5909.063596734496,818.7056667557221,3710.9865540354417,123055.22332303858,20,6,0.0,600
10,1276.1020183139437,5409.604781376778,760.2959913095639,3300.6788439881093,109125.63236173522,20,7,0.0,600
10,1559.830745405331,6236.250604164034,692.8321462134211,3883.712627929873,138618.62011926807,20,8,0.0,600
9,1220.6112081889637,5511.2825768652465,831.2349092179911,3590.102916235963,132699.57044451116,20,9,0.0,600
10,1029.3220682127746,4639.871936621634,796.9908339445383,3053.5966279365584,113682.04053039597,20,10,0.0,600
9,885.7382079571079,4032.4306248969265,721.8880534819878,2804.944412026706,111212.34617489205,20,11,0.0,600
10,830.0929050586321,3644.340348351396,712.406767790662,2539.7512301449633,102047.33735101276,20,12,0.0,600
10,782.4754765277054,3665.481176139891,588.9864182062464,2569.4888848089004,104197.58539811798,20,13,0.0,600
9,711.0147836594272,3109.070714629507,434.1170261899819,2197.1275770761827,92936.3849273856,20,14,0.0,600
10,644.8609061260672,3089.615049347017,654.0894718439888,2292.6131066838034,99156.12151560833,20,15,0.0,600
10,630.0132516169285,3071.054235234015,560.6999066368568,2216.0505793937104,97113.29206748263,20,16,0.0,600
10,623.6802749921355,3177.2868298686567,766.3791582415917,2260.2012692444264,101417.06704440841,20,17,0.0,600
10,584.23909777842,2831.1549901902918,567.8921323483297,2007.8696447746538,91913.49514032502,20,18,0.0,600
10,502.95325750383427,2552.9591045431707,517.6387734428273,1916.619661282792,88900.59757212273,20,19,0.0,600
10,444.5988606212315,2297.270989016265,496.4620272319409,1747.3257939304713,84360.8796421276,20,20,0.0,600
