run num,std dev,max pcr,min pcr,avg pcr,total pcr,num terminal,k,target pcr
0,76.45686671661902,307.12095872528846,54.69881501511979,216.2299711968314,2810.9896255588083,10,1,0.0,
1,195.71956815493982,589.8949620958836,50.06925547946314,209.17585459590924,3137.6378189386387,10,1,0.0,
2,37.518356828370386,167.86588221872094,66.27148993320995,109.1471713228529,1637.2075698427934,10,1,0.0,
3,149.3921903995753,394.0471188972308,1.1415448237181143,151.91604765598623,2278.7407148397933,10,1,0.0,
4,91.96972724605932,301.8639265394389,8.047227189699521,184.2525172205314,2763.7877583079708,10,1,0.0,
5,91.67165998602657,289.5210285448363,65.91615321669407,156.55450136937503,2348.3175205406255,10,1,0.0,
6,90.57531456069442,404.4000815098229,121.83860490128859,267.9297563943946,4018.9463459159188,10,1,0.0,
7,251.1068199946384,711.3724907453194,26.721163068229675,301.7446504386164,4526.1697565792465,10,1,0.0,
8,15.706437824787121,106.05156255530703,58.56039582951348,91.19341085900923,1367.9011628851385,10,1,0.0,
9,58.35698933164157,258.6932719005675,83.66380613742021,216.25702213519682,3027.5983098927554,10,1,0.0,
0,49.464554816235484,181.50053008805858,25.251967956715696,102.6042428415444,2975.5230424047877,20,1,0.0,
1,67.9841134418201,281.28390333492064,2.904342030014452,71.91784330846446,1941.7817693285403,20,1,0.0,
2,121.9478021262068,415.54108016276,5.233780168888725,124.62862655574521,3614.230170116611,20,1,0.0,
3,71.90543034855983,246.35402052134626,0.5825101975480989,91.73854878469797,2752.156463540939,20,1,0.0,
4,42.62939482603564,155.1702078022168,26.236261410138777,83.03078910362673,2490.9236731088017,20,1,0.0,
5,63.668043619333005,192.01845341272139,7.386467581080795,100.10674035586405,2802.988729964193,20,1,0.0,
6,45.631556009725,178.23761836670138,7.691650485850078,82.02297038598837,2132.5972300356975,20,1,0.0,
7,57.89441504234256,221.82021037117704,2.499268560373981,111.12072755705695,3111.3803715975946,20,1,0.0,
8,22.879715197745174,130.6168168160771,53.28835091039871,83.13656617397052,2577.233551393086,20,1,0.0,
9,50.82998138816638,195.17319979396933,30.681687648300176,90.54489900110784,2535.2571720310193,20,1,0.0,
0,31.11908847634267,128.92513095309874,2.856127472563183,49.08587448773131,2159.778477460178,30,1,0.0,
1,46.64334084826664,196.72826305630605,0.5057014979922919,72.86331982069885,3060.2594324693514,30,1,0.0,
2,30.14130837316169,114.69323993069487,0.28806274306821505,50.746184903561605,2232.8321357567106,30,1,0.0,
3,41.98797713537905,171.96568460086,1.0418145604761029,58.19294021156606,2618.6823095204727,30,1,0.0,
4,35.43637654563829,131.0674887853882,0.7297585415978759,60.67470963307304,2548.3378045890677,30,1,0.0,
5,48.75916135674419,202.31513909857955,2.8588641485271715,58.71104551369876,2524.5749570890466,30,1,0.0,
6,49.62696629397322,160.20093764745906,1.8936129969686928,72.05842779282996,3170.5708228845183,30,1,0.0,
7,59.26355710153802,215.82401050665172,0.12623815109535438,69.06581764440402,2831.698523420565,30,1,0.0,
8,38.09295150369721,147.6734672641109,0.0016650684371614295,64.51710448774307,2645.201283997466,30,1,0.0,
9,56.68363124185125,260.34215091839667,0.8788993299176718,71.36726102539001,2926.05770204099,30,1,0.0,
0,34.58545869717605,148.70271836243884,7.511786972368103,51.38996274669309,2929.227876561506,40,1,0.0,
1,35.357924029276,146.39520047632487,3.757672959855641,49.65101347813559,2979.0608086881352,40,1,0.0,
2,17.476625687790328,68.06719096899991,1.063045850913433,34.9852842440137,1959.175917664767,40,1,0.0,
3,29.226416075871295,107.58555976906136,0.2993988434920513,42.33560890160664,2582.472142998005,40,1,0.0,
4,31.603418596615445,130.4380544195082,3.520106908850754,47.465974179732775,2610.6285798853028,40,1,0.0,
5,33.91302526437699,165.43074938701622,1.4562720602294261,43.22806061546583,2636.9116975434154,40,1,0.0,
6,29.930985455579126,148.90319525092383,4.548660032852488,48.98925581783384,2890.3660932521966,40,1,0.0,
7,31.01287295575565,113.0481929629168,6.819032673714797,43.30511877472207,2598.3071264833243,40,1,0.0,
8,36.95483585289866,186.867060941369,12.366571125848552,56.63786247811756,3115.082436296466,40,1,0.0,
9,47.19685489637941,243.74860119625473,2.3380539754567384,47.95666677257417,2685.573339264153,40,1,0.0,
0,20.427313481928827,78.73994757222997,2.6550745953593,32.59435248267202,2314.1990262697136,50,1,0.0,
