run num,std dev,max pcr,min pcr,avg pcr,total pcr,num terminal,k,target pcr,canvas size
10,105.8473931043352,353.0831283732416,53.692845559435646,190.44009031887032,2791.7296583301686,10,1,0.0,100
10,69.69236852499654,252.48952369942555,46.67634285171083,144.61675166188994,2266.7824407694616,10,2,0.0,100
10,43.565729220974085,172.91889420456414,21.008926499881618,113.72918676724377,1920.0763012623022,10,3,0.0,100
10,36.772005408870235,142.05512261957713,25.16303021009909,97.99949393047022,1747.7415161172107,10,4,0.0,100
10,32.53628300210723,136.72968434728315,30.491326742774657,95.74772356907049,1744.1913135773564,10,5,0.0,100
10,25.150297046825536,115.29034298578499,32.40319580924217,82.87338067469167,1621.6699091491764,10,6,0.0,100
10,21.311912152196573,94.61165362045651,21.072180169734217,68.8148111742202,1424.3574144862062,10,7,0.0,100
10,20.80599381055755,98.3571664823684,25.9096742434931,69.05095403745713,1463.9060425536507,10,8,0.0,100
10,16.79118391366651,73.12743405917311,19.77738154522553,52.04753373564721,1138.6168768227583,10,9,0.0,100
10,15.94135221795417,71.48260270781884,14.92923241647912,50.35655570782162,1177.1695742871009,10,10,0.0,100
10,15.416412405933247,72.73546057289819,17.105114617935364,54.12426274674782,1329.9552808504711,10,11,0.0,100
9,14.233235993417502,68.02056396116119,16.113827875546647,48.91957402796501,1259.2754668068287,10,12,0.0,100
10,9.81200984639955,54.771358358920644,16.59137868319766,38.13295112804472,987.1594404949176,10,13,0.0,100
10,12.064629436762157,55.49418926983251,12.25278175268866,38.64405302090083,1066.9084898417948,10,14,0.0,100
10,10.857659733368557,54.11247291379976,13.845333289877336,38.90059126435047,1107.9097991379845,10,15,0.0,100
10,9.418565000122902,47.30551128826963,13.278744051190008,35.220446000230716,1037.7149102153035,10,16,0.0,100
10,7.578750857448389,39.82167536453884,11.605858571646639,29.154313677076782,892.8544478918044,10,17,0.0,100
10,9.178070955094089,47.86421054975025,13.00858149321094,34.78784948729492,1093.4721596199972,10,18,0.0,100
10,7.448605441064973,38.312680334830375,11.515864727004796,27.813175281018538,913.606845245823,10,19,0.0,100
10,7.199371729369235,36.57704583628913,8.691104146034329,26.365335841534584,881.387219253886,10,20,0.0,100
10,591.9431627675737,2060.0031381080157,337.57668742501556,1139.757236199547,16231.697836897065,10,1,0.0,200
10,426.56700786525926,1531.1302568848848,221.34288405409856,923.447414492013,14275.962487626914,10,2,0.0,200
10,325.0422825288512,1205.0089549324598,199.2413937434912,754.992101458405,12612.892002200113,10,3,0.0,200
10,234.13152461172916,936.4833343321103,200.34786007494208,613.5929938284502,11001.698427726524,10,4,0.0,200
10,216.63414373306506,866.7111239992686,178.58629798568154,574.8089530865143,10427.713643142313,10,5,0.0,200
10,161.8417498446696,697.0698765669952,169.87064732480835,498.3655553642731,10099.057966113522,10,6,0.0,200
10,156.0175676366061,682.4851527104122,153.8195152206091,472.21685767146965,9821.780551198823,10,7,0.0,200
10,101.50281238807649,486.105105751255,113.83714148181971,354.6743083440356,7703.938887488688,10,8,0.0,200
10,117.285434383905,526.8553323797462,122.13235797230436,374.446245727813,8480.583104821319,10,9,0.0,200
9,100.45957398022267,454.3474588812023,129.1499981373924,330.660992634438,7821.341015780605,10,10,0.0,200
10,92.29579026875959,433.53107239264517,125.45977863366299,318.03559313925206,7783.450102014851,10,11,0.0,200
10,75.6287259582345,363.9281606806,114.3433132712347,267.0056733466904,6844.585710549263,10,12,0.0,200
10,74.71967728252976,368.13292865175663,65.05720959876656,265.5002875820537,7214.791193518737,10,13,0.0,200
10,73.00072372839111,335.2019436727718,84.71823739026306,245.35122235296103,6634.294263834576,10,14,0.0,200
10,52.462381300469914,278.29591106555074,70.7112208969323,214.3781569344415,6154.6789368548225,10,15,0.0,200
10,47.419005154622276,247.61654816357668,73.84318180577449,189.90524489653527,5632.419471550581,10,16,0.0,200
9,47.83386550810574,257.056840440458,69.4814917450629,202.07898988433877,6265.61466292033,10,17,0.0,200
10,52.404145574286225,249.0926093265648,59.08877176039397,183.98223203732047,5821.0262475460595,10,18,0.0,200
10,34.75336225541541,199.73373483666438,62.04853141073674,148.69231249952435,4890.262521371477,10,19,0.0,200
9,31.548330918785318,178.67435258958878,52.07387788939354,135.5322340998628,4545.468102319605,10,20,0.0,200
10,1114.4786396580787,3832.713665941512,519.8655107527069,2329.964241645725,33647.460451552855,10,1,0.0,300
10,1058.0148048629862,4024.9383008411874,887.4731513294028,2585.885188498095,39414.344347417515,10,2,0.0,300
10,784.578198050516,3019.653179605209,516.4873182336107,1909.4731463803935,31381.01446504378,10,3,0.0,300
10,812.1264171162871,2791.4968735762186,366.4232061050972,1782.7170287655347,31278.133998920996,10,4,0.0,300
10,525.3000804480902,2149.8718648811655,477.4369003259253,1454.4537959410923,27419.06170129318,10,5,0.0,300
10,456.1255544347008,1814.7535843219277,432.2277620289059,1249.3793189713397,24747.994268579983,10,6,0.0,300
10,393.6133854040993,1599.1300375787257,357.67531055165034,1102.2365529345666,22772.620994649733,10,7,0.0,300
10,301.19778980076205,1322.9672090960146,384.81365515144296,977.6481941541549,21399.36542622715,10,8,0.0,300
10,288.1706683090557,1293.8625128677595,360.9511641752449,941.3897047684884,21636.518002335095,10,9,0.0,300
10,228.00686282029065,1080.107978749656,300.0457901871497,829.0978101961357,19478.90980886101,10,10,0.0,300
10,219.84315822927374,1052.6424724855947,252.51511072553154,773.0778285259411,18997.819609992246,10,11,0.0,300
10,205.56506465903894,948.274403932812,213.23571090687528,707.2912311756403,18554.449274082155,10,12,0.0,300
10,188.98707868141588,914.7197720445071,240.5156891643588,664.6818998981461,18051.042593327114,10,13,0.0,300
10,145.49978519409984,755.6614668252686,230.07880446959797,573.9491200741138,15857.64970878764,10,14,0.0,300
10,160.14758724736566,816.2315618013715,234.9505467909874,623.8618733959178,17912.467331632444,10,15,0.0,300
10,121.58065806938473,590.5288615838799,165.99846162658991,453.78407681422385,13631.327146203024,10,16,0.0,300
10,112.20658300929915,610.9264010139588,185.99956450439453,469.8172853270433,14168.27516793233,10,17,0.0,300
10,120.13048841385489,620.1108455463701,164.47270109039857,471.63254484811887,14813.684307455827,10,18,0.0,300
10,124.90457717812248,606.1278362032529,163.13370627503187,473.240143809899,15681.797688360855,10,19,0.0,300
9,91.64926986285494,510.8764530278717,154.69303472185342,387.1834018797911,12983.53230271908,10,20,0.0,300
10,2453.2896375180053,8379.409796849619,1215.1361803432774,4809.900747611529,68485.284641984,10,1,0.0,400
